comment,labels
classic spot for a pint with friends !,1
went in to meet some friends who 'd come in from out of town .,0
great hole in the wall mexican restaurant !,1
i said no thanks .,0
one of my favorite places to eat while in pittsburgh .,1
"ugh ... way overpriced , same taste as the food court at the mall .",0
i called an hour later and they had not even started to cook !,0
the sandwich itself was mediocre .,0
for an appetizer i recommend the in house made buffalo mozzarella .,1
awesome bar menu in town !,1
we had a great meal !,1
i will not be back !,0
it 's a very bright and sunny airport .,1
the staff is great - front of the house and back .,1
"these guys fit me in that afternoon , and coordinated the rental too .",1
or just eat it as is .,1
"that may be an exaggeration , but probably not .",0
"do not shop here , it 's not worth the risk .",0
and the box for the food is _num_ $ .,0
very limited color selection .,0
amazing service and value wins every time in my book .,1
i highly recommend giving this place a try !,1
much better than a box store or going online .,1
it should n't use up all my money or my patience .,0
there was a big saturday sale going on .,0
that 's _num_ minutes to be next .,0
the sauce was too vinegary for my taste .,0
i 'm usually met with `` next register .,0
the complimentary biscuits with sweet butter were wonderful .,1
they checked me into someone else 's room .,0
completely worth the money .,1
not one said i will be your server i will be with you shortly .,0
this is the worst airport layout ever .,0
but i wish the sandwiches were a little bigger .,0
"the boneless short ribs was a bad , bad choice for the appetizer .",0
service was great also .,1
i really did n't know what i was supposed to expect .,0
"then , i went again and it was a different story .",0
this is one of the best archery shops in the area .,1
it was sooooo good !,1
it took quite awhile for just the drinks to get delivered .,0
it is not a great hotel .,0
the chicken was also extremely dry .,0
"i 'd give the comedians _num_ stars , and the food zero stars .",0
the food was bad .,0
we wo n't be going back .,0
i made the mistake of sending mine back .,0
the continental breakfast food did n't look good so i opted to eat elsewhere .,0
the food was great .,1
very generous portions but great food .,1
great take out chinese .,1
absolutely amazing guys here !,1
will most certainly frequent this spot !,1
the corned beef ruben is messy and delicious .,1
the chicken was of really good quality and the sauce was delicious .,1
the food and wine were absolutely delicious .,1
"crab cake sandwich , reuben & philly steak .",1
i would not suggest bringing a baby here .,0
new benches and shower curtains give an updated appeal .,1
thanks but probably wo n't be back .,0
they have redeemed themselves and we will definitely be backed !,1
"which is sad , really .",0
not crispy but chewy and not very salty .,0
fresh bread and perfectly cooked sausage !,1
i have never used a business so poorly run .,0
they belong to a nice corporation .,1
the service was great .,1
"i do n't need fancy , i just need comfy .",0
she did not have a solution for the problem at hand .,0
went to the regular line and was through in less than _num_ minutes .,0
( sigh ) ... so here 's why i 'll never shop here again .,0
"good service , good lunch spot .",1
"yep , it 's a chain .",1
it was all mushy breading and very little chicken .,0
the interior is beautiful and classy .,1
"this was flat , one note .",0
i wish i could give this place no stars !,0
everyone here was very nice and friendly .,1
"great food , fast service !",1
"they do not have ice cream , only soft serve .",0
the table was also sticky and gross !,0
i was cheated around _num_ $ .,0
you can thank me later !,1
next time it avis or anyone else beside hertz .,0
"i can understand having a bad day , but that woman is just terrible .",0
it was boring and not enough curry gravy with plain white rice !,0
not quite sure what the target market is for this place .,0
the main courses were cooked perfectly and delish !,1
this is the linens i am gon na go with . '',0
i told the cashier the food was horrible and i would n't be back .,0
the servers are very friendly and attentive .,1
"i dunno , new hire ?",0
sushi has always been fresh and perfectly presented .,1
recommend you check them out !,1
"but with each experience , i am less impressed .",0
this place is less than mediocre .,0
he says that they seem to have totally forgotten about the bike .,0
great selection of wine and the food is quite good .,1
and the seats are certainly not designed for sleeping .,0
definitely one of my favorite restaurants in pittsburgh !,1
do n't use the drive-thru .,0
almost $ _num_ for _num_ mozzarella sticks ?,0
slow and hard to get on .,0
this `` chef '' is blatantly trying to rip people off .,0
i would recommend this restaurant to everyone who enjoys fine dining .,1
a gem in pittsburgh .,1
as politely as i could .,0
"a juicy burger with slaw , fries , and a fried egg .",1
will not go back .,0
the delivery man was really friendly too !,1
wan fu is excellent .,1
got my haircut there for the first time today .,1
pretty good sports bar .,1
$ _num_ a glass of garbage wine ?,0
all of the food was very good and came quickly .,1
"i 'd say , skip this one .",0
the last time i ate there was the last time .,0
"also , what kind of a market does n't have bread you can buy ?",0
but the place was disgusting and the cashier was incredibly rude .,0
awesome joint for some good light food and some amazing beers .,1
we will definitely go here again very soon !,1
great draft and great service .,1
pro : none ... .,0
i have been there _num_ times .,0
no wine glasses or anything to make the table look pretty .,0
we were seated promptly without a reservation and the waiter quickly took our order .,0
